-1.63,-0.0318102502,4.9727362443
-1.62875,-0.0318102502,4.9727362443
-1.6275,-0.0318102502,4.9727362443
-1.62625,-0.0318102502,4.9727362443
-1.625,-0.0282531993,4.9727362443
-1.62375,-0.0318102502,4.9727362443
-1.6225,-0.0318102502,4.9727362443
-1.62125,-0.0318102502,4.9727362443
-1.62,-0.0318102502,4.9727362443
-1.61875,-0.0318102502,4.9727362443
-1.6175,-0.0318102502,4.9727362443
-1.61625,-0.0318102502,4.9727362443
-1.615,-0.0318102502,4.9727362443
-1.61375,-0.0318102502,4.9727362443
-1.6125,-0.0318102502,4.9727362443
-1.61125,-0.0318102502,4.9727362443
-1.61,-0.0318102502,4.9727362443
-1.60875,-0.0318102502,4.9727362443
-1.6075,-0.0318102502,4.9727362443
-1.60625,-0.0318102502,4.9727362443
-1.605,-0.0318102502,4.9727362443
-1.60375,-0.0318102502,4.9727362443
-1.6025,-0.0318102502,4.9727362443
-1.60125,-0.0318102502,4.9727362443
-1.6,-0.0318102502,4.9727362443
-1.59875,-0.0318102502,4.9727362443
-1.5975,-0.0318102502,4.9727362443
-1.59625,-0.0318102502,4.9727362443
-1.595,-0.0318102502,4.9727362443
-1.59375,-0.0318102502,4.9727362443
-1.5925,-0.0318102502,4.9727362443
-1.59125,-0.0318102502,4.9727362443
-1.59,-0.0318102502,4.9727362443
-1.58875,-0.0318102502,4.9727362443
-1.5875,-0.0318102502,4.9727362443
-1.58625,-0.0318102502,4.9727362443
-1.585,-0.0318102502,4.9727362443
-1.58375,-0.0318102502,4.9727362443
-1.5825,-0.0318102502,4.9727362443
-1.58125,-0.0318102502,4.9727362443
-1.58,-0.0318102502,4.9727362443
-1.57875,-0.0318102502,4.9727362443
-1.5775,-0.0318102502,4.9727362443
-1.57625,-0.0318102502,4.9727362443
-1.575,-0.0318102502,4.9727362443
-1.57375,-0.0318102502,4.9727362443
-1.5725,-0.0318102502,4.9727362443
-1.57125,-0.0318102502,4.9727362443
-1.57,-0.0318102502,4.9727362443
-1.56875,-0.0318102502,4.9727362443
-1.5675,-0.0318102502,4.9727362443
-1.56625,-0.0318102502,4.9727362443
-1.565,-0.0318102502,4.9727362443
-1.56375,-0.0318102502,4.9727362443
-1.5625,-0.0318102502,4.9727362443
-1.56125,-0.0318102502,4.9727362443
-1.56,-0.0318102502,4.9727362443
-1.55875,-0.0318102502,4.9727362443
-1.5575,-0.0318102502,4.9727362443
-1.55625,-0.0318102502,4.9727362443
-1.555,-0.0318102502,4.9727362443
-1.55375,-0.0318102502,4.9727362443
-1.5525,-0.0318102502,4.9727362443
-1.55125,-0.0318102502,4.9727362443
-1.55,-0.0318102502,4.9727362443
-1.54875,-0.0318102502,4.9727362443
-1.5475,-0.0318102502,4.9727362443
-1.54625,-0.0318102502,4.9727362443
-1.545,-0.0318102502,4.9727362443
-1.54375,-0.0318102502,4.9727362443
-1.5425,-0.0318102502,4.9727362443
-1.54125,-0.0318102502,4.9727362443
-1.54,-0.0318102502,4.9727362443
-1.53875,-0.0318102502,4.9727362443
-1.5375,-0.0318102502,4.9727362443
-1.53625,-0.0318102502,4.9727362443
-1.535,-0.0318102502,4.9727362443
-1.53375,-0.0318102502,4.9727362443
-1.5325,-0.0282531993,4.9727362443
-1.53125,-0.0282531993,4.9727362443
-1.53,-0.0318102502,4.9727362443
-1.52875,-0.0318102502,4.9727362443
-1.5275,-0.0318102502,4.9727362443
-1.52625,-0.0318102502,4.9727362443
-1.525,-0.0318102502,4.9727362443
-1.52375,-0.0318102502,4.9727362443
-1.5225,-0.0318102502,4.9727362443
-1.52125,-0.0318102502,4.9727362443
-1.52,-0.0318102502,4.9727362443
-1.51875,-0.0318102502,4.9727362443
-1.5175,-0.0318102502,4.9727362443
-1.51625,-0.0318102502,4.9727362443
-1.515,-0.0318102502,4.9727362443
-1.51375,-0.0318102502,4.9727362443
-1.5125,-0.0318102502,4.9727362443
-1.51125,-0.0318102502,4.9727362443
-1.51,-0.0318102502,4.9727362443
-1.50875,-0.0318102502,4.9727362443
-1.5075,-0.0318102502,4.9727362443
-1.50625,-0.0318102502,4.9727362443
-1.505,-0.0318102502,4.9727362443
-1.50375,-0.0318102502,4.9727362443
-1.5025,-0.0318102502,4.9727362443
-1.50125,-0.0318102502,4.9727362443
-1.5,-0.0318102502,4.9727362443
-1.49875,-0.0318102502,4.9727362443
-1.4975,-0.0318102502,4.9727362443
-1.49625,-0.0318102502,4.9727362443
-1.495,-0.0318102502,4.9727362443
-1.49375,-0.0318102502,4.9727362443
-1.4925,-0.0318102502,4.9727362443
-1.49125,-0.0318102502,4.9727362443
-1.49,-0.0318102502,4.9727362443
-1.48875,-0.0318102502,4.9727362443
-1.4875,-0.0318102502,4.9727362443
-1.48625,-0.0318102502,4.9727362443
-1.485,-0.0318102502,4.9727362443
-1.48375,-0.0318102502,4.9727362443
-1.4825,-0.0282531993,4.9727362443
-1.48125,-0.0318102502,4.9727362443
-1.48,-0.0318102502,4.9727362443
-1.47875,-0.0318102502,4.9727362443
-1.4775,-0.0318102502,4.9727362443
-1.47625,-0.0318102502,4.9727362443
-1.475,-0.0318102502,4.9727362443
-1.47375,-0.0318102502,4.9727362443
-1.4725,-0.0318102502,4.9727362443
-1.47125,-0.0318102502,4.9727362443
-1.47,-0.0318102502,4.9727362443
-1.46875,-0.0318102502,4.9727362443
-1.4675,-0.0318102502,4.9727362443
-1.46625,-0.0318102502,4.9727362443
-1.465,-0.0318102502,4.9727362443
-1.46375,-0.0318102502,4.9727362443
-1.4625,-0.0318102502,4.9727362443
-1.46125,-0.0318102502,4.9727362443
-1.46,-0.0318102502,4.9727362443
-1.45875,-0.0318102502,4.9727362443
-1.4575,-0.0318102502,4.9727362443
-1.45625,-0.0318102502,4.9727362443
-1.455,-0.0318102502,4.9727362443
-1.45375,-0.0318102502,4.9727362443
-1.4525,-0.0318102502,4.9727362443
-1.45125,-0.0318102502,4.9727362443
-1.45,-0.0318102502,4.9727362443
-1.44875,-0.0318102502,4.9727362443
-1.4475,-0.0318102502,4.9727362443
-1.44625,-0.0318102502,4.9727362443
-1.445,-0.0318102502,4.9727362443
-1.44375,-0.0318102502,4.9727362443
-1.4425,-0.0318102502,4.9727362443
-1.44125,-0.0318102502,4.9727362443
-1.44,-0.0318102502,4.9727362443
-1.43875,-0.0318102502,4.9727362443
-1.4375,-0.0318102502,4.9727362443
-1.43625,-0.0318102502,4.9727362443
-1.435,-0.0318102502,4.9727362443
-1.43375,-0.0318102502,4.9727362443
-1.4325,-0.0318102502,4.9727362443
-1.43125,-0.0318102502,4.9727362443
-1.43,-0.0318102502,4.9727362443
-1.42875,-0.0318102502,4.9727362443
-1.4275,-0.0318102502,4.9727362443
-1.42625,-0.0318102502,4.9727362443
-1.425,-0.0318102502,4.9727362443
-1.42375,-0.0318102502,4.9727362443
-1.4225,-0.0318102502,4.9727362443
-1.42125,-0.0318102502,4.9727362443
-1.42,-0.0318102502,4.9727362443
-1.41875,-0.0318102502,4.9727362443
-1.4175,-0.0318102502,4.9727362443
-1.41625,-0.0318102502,4.9727362443
-1.415,-0.0318102502,4.9727362443
-1.41375,-0.0318102502,4.9727362443
-1.4125,-0.0318102502,4.9727362443
-1.41125,-0.0318102502,4.9727362443
-1.41,-0.0318102502,4.9727362443
-1.40875,-0.0318102502,4.9727362443
-1.4075,-0.0318102502,4.9727362443
-1.40625,-0.0318102502,4.9727362443
-1.405,-0.0318102502,4.9727362443
-1.40375,-0.0318102502,4.9727362443
-1.4025,-0.0318102502,4.9727362443
-1.40125,-0.0318102502,4.9727362443
-1.4,-0.0318102502,4.9727362443
-1.39875,-0.0318102502,4.9727362443
-1.3975,-0.0318102502,4.9727362443
-1.39625,-0.0318102502,4.9727362443
-1.395,-0.0318102502,4.9727362443
-1.39375,-0.0318102502,4.9727362443
-1.3925,-0.0318102502,4.9727362443
-1.39125,-0.0318102502,4.9727362443
-1.39,-0.0318102502,4.9727362443
-1.38875,-0.0318102502,4.9727362443
-1.3875,-0.0318102502,4.9727362443
-1.38625,-0.0318102502,4.9727362443
-1.385,-0.0318102502,4.9727362443
-1.38375,-0.0318102502,4.9727362443
-1.3825,-0.0318102502,4.9727362443
-1.38125,-0.0318102502,4.9727362443
-1.38,-0.0318102502,4.9727362443
-1.37875,-0.0318102502,4.9727362443
-1.3775,-0.0318102502,4.9727362443
-1.37625,-0.0318102502,4.9727362443
-1.375,-0.0318102502,4.9727362443
-1.37375,-0.0318102502,4.9727362443
-1.3725,-0.0318102502,4.9727362443
-1.37125,-0.0318102502,4.9727362443
-1.37,-0.0318102502,4.9727362443
-1.36875,-0.0318102502,4.9727362443
-1.3675,-0.0318102502,4.9727362443
-1.36625,-0.0318102502,4.9727362443
-1.365,-0.0318102502,4.9727362443
-1.36375,-0.0318102502,4.9727362443
-1.3625,-0.0318102502,4.9727362443
-1.36125,-0.0318102502,4.9727362443
-1.36,-0.0318102502,4.9727362443
-1.35875,-0.0318102502,4.9727362443
-1.3575,-0.0318102502,4.9727362443
-1.35625,-0.0318102502,4.9727362443
-1.355,-0.0318102502,4.9727362443
-1.35375,-0.0318102502,4.9727362443
-1.3525,-0.0318102502,4.9727362443
-1.35125,-0.0318102502,4.9727362443
-1.35,-0.0318102502,4.9727362443
-1.34875,-0.0318102502,4.9727362443
-1.3475,-0.0318102502,4.9727362443
-1.34625,-0.0318102502,4.9727362443
-1.345,-0.0318102502,4.9727362443
-1.34375,-0.0318102502,4.9727362443
-1.3425,-0.0318102502,4.9727362443
-1.34125,-0.0318102502,4.9727362443
-1.34,-0.0318102502,4.9727362443
-1.33875,-0.0318102502,4.9727362443
-1.3375,-0.0318102502,4.9727362443
-1.33625,-0.0318102502,4.9727362443
-1.335,-0.0318102502,4.9727362443
-1.33375,-0.0318102502,4.9727362443
-1.3325,-0.0318102502,4.9727362443
-1.33125,-0.0318102502,4.9727362443
-1.33,-0.0318102502,4.9727362443
-1.32875,-0.0318102502,4.9727362443
-1.3275,-0.0318102502,4.9727362443
-1.32625,-0.0318102502,4.9727362443
-1.325,-0.0318102502,4.9727362443
-1.32375,-0.0318102502,4.9727362443
-1.3225,-0.0318102502,4.9727362443
-1.32125,-0.0318102502,4.9727362443
-1.32,-0.0318102502,4.9727362443
-1.31875,-0.0318102502,4.9727362443
-1.3175,-0.0318102502,4.9727362443
-1.31625,-0.0318102502,4.9727362443
-1.315,-0.0318102502,4.9727362443
-1.31375,-0.0318102502,4.9727362443
-1.3125,-0.0318102502,4.9727362443
-1.31125,-0.0318102502,4.9727362443
-1.31,-0.0318102502,4.9727362443
-1.30875,-0.0318102502,4.9727362443
-1.3075,-0.0318102502,4.9727362443
-1.30625,-0.0318102502,4.9727362443
-1.305,-0.0318102502,4.9727362443
-1.30375,-0.0318102502,4.9727362443
-1.3025,-0.0318102502,4.9727362443
-1.30125,-0.0318102502,4.9727362443
-1.3,-0.0318102502,4.9727362443
-1.29875,-0.0318102502,4.9727362443
-1.2975,-0.0318102502,4.9727362443
-1.29625,-0.0318102502,4.9727362443
-1.295,-0.0318102502,4.9727362443
-1.29375,-0.0318102502,4.9727362443
-1.2925,-0.0318102502,4.9727362443
-1.29125,-0.0318102502,4.9727362443
-1.29,-0.0318102502,4.9727362443
-1.28875,-0.0318102502,4.9727362443
-1.2875,-0.0318102502,4.9727362443
-1.28625,-0.0318102502,4.9727362443
-1.285,-0.0318102502,4.9727362443
-1.28375,-0.0318102502,4.9727362443
-1.2825,-0.0318102502,4.9727362443
-1.28125,-0.0318102502,4.9727362443
-1.28,-0.0318102502,4.9727362443
-1.27875,-0.0318102502,4.9727362443
-1.2775,-0.0318102502,4.9727362443
-1.27625,-0.0318102502,4.9727362443
-1.275,-0.0318102502,4.9727362443
-1.27375,-0.0318102502,4.9727362443
-1.2725,-0.0318102502,4.9727362443
-1.27125,-0.0318102502,4.9727362443
-1.27,-0.0318102502,4.9727362443
-1.26875,-0.0318102502,4.9727362443
-1.2675,-0.0318102502,4.9727362443
-1.26625,-0.0318102502,4.9727362443
-1.265,-0.0318102502,4.9727362443
-1.26375,-0.0318102502,4.9727362443
-1.2625,-0.0318102502,4.9727362443
-1.26125,-0.0318102502,4.9727362443
-1.26,-0.0318102502,4.9727362443
-1.25875,-0.0318102502,4.9727362443
-1.2575,-0.0318102502,4.9727362443
-1.25625,-0.0318102502,4.9727362443
-1.255,-0.0318102502,4.9727362443
-1.25375,-0.0318102502,4.9727362443
-1.2525,-0.0318102502,4.9727362443
-1.25125,-0.0318102502,4.9727362443
-1.25,-0.0318102502,4.9727362443
-1.24875,-0.0318102502,4.9727362443
-1.2475,-0.0318102502,4.9727362443
-1.24625,-0.0318102502,4.9727362443
-1.245,-0.0318102502,4.9727362443
-1.24375,-0.0318102502,4.9727362443
-1.2425,-0.0318102502,4.9727362443
-1.24125,-0.0318102502,4.9727362443
-1.24,-0.0318102502,4.9727362443
-1.23875,-0.0318102502,4.9727362443
-1.2375,-0.0318102502,4.9727362443
-1.23625,-0.0318102502,4.9727362443
-1.235,-0.0318102502,4.9727362443
-1.23375,-0.0318102502,4.9727362443
-1.2325,-0.0318102502,4.9727362443
-1.23125,-0.0318102502,4.9727362443
-1.23,-0.0318102502,4.9727362443
-1.22875,-0.0318102502,4.9727362443
-1.2275,-0.0318102502,4.9727362443
-1.22625,-0.0318102502,4.9727362443
-1.225,-0.0318102502,4.9727362443
-1.22375,-0.0318102502,4.9727362443
-1.2225,-0.0318102502,4.9727362443
-1.22125,-0.0318102502,4.9727362443
-1.22,-0.0318102502,4.9727362443
-1.21875,-0.0318102502,4.9727362443
-1.2175,-0.0318102502,4.9727362443
-1.21625,-0.0318102502,4.9727362443
-1.215,-0.0318102502,4.9727362443
-1.21375,-0.0318102502,4.9727362443
-1.2125,-0.0318102502,4.9727362443
-1.21125,-0.0318102502,4.9727362443
-1.21,-0.0318102502,4.9727362443
-1.20875,-0.0318102502,4.9727362443
-1.2075,-0.0318102502,4.9727362443
-1.20625,-0.0318102502,4.9727362443
-1.205,-0.0318102502,4.9727362443
-1.20375,-0.0318102502,4.9727362443
-1.2025,-0.0318102502,4.9727362443
-1.20125,-0.0318102502,4.9727362443
-1.2,-0.0318102502,4.9727362443
-1.19875,-0.0318102502,4.9727362443
-1.1975,-0.0318102502,4.9727362443
-1.19625,-0.0318102502,4.9727362443
-1.195,-0.0318102502,4.9727362443
-1.19375,-0.0318102502,4.9727362443
-1.1925,-0.0318102502,4.9727362443
-1.19125,-0.0318102502,4.9727362443
-1.19,-0.0318102502,4.9727362443
-1.18875,-0.0318102502,4.9727362443
-1.1875,-0.0318102502,4.9727362443
-1.18625,-0.0318102502,4.9727362443
-1.185,-0.0318102502,4.9727362443
-1.18375,-0.0318102502,4.9727362443
-1.1825,-0.0318102502,4.9727362443
-1.18125,-0.0318102502,4.9727362443
-1.18,-0.0318102502,4.9727362443
-1.17875,-0.0318102502,4.9727362443
-1.1775,-0.0318102502,4.9727362443
-1.17625,-0.0318102502,4.9727362443
-1.175,-0.0318102502,4.9727362443
-1.17375,-0.0318102502,4.9727362443
-1.1725,-0.0318102502,4.9727362443
-1.17125,-0.0318102502,4.9727362443
-1.17,-0.0318102502,4.9727362443
-1.16875,-0.0318102502,4.9727362443
-1.1675,-0.0318102502,4.9727362443
-1.16625,-0.0318102502,4.9727362443
-1.165,-0.0318102502,4.9727362443
-1.16375,-0.0318102502,4.9727362443
-1.1625,-0.0318102502,4.9727362443
-1.16125,-0.0318102502,4.9727362443
-1.16,-0.0318102502,4.9727362443
-1.15875,-0.0318102502,4.9727362443
-1.1575,-0.0318102502,4.9727362443
-1.15625,-0.0318102502,4.9727362443
-1.155,-0.0318102502,4.9727362443
-1.15375,-0.0318102502,4.9727362443
-1.1525,-0.0318102502,4.9727362443
-1.15125,-0.0318102502,4.9727362443
-1.15,-0.0318102502,4.9727362443
-1.14875,-0.0318102502,4.9727362443
-1.1475,-0.0318102502,4.9727362443
-1.14625,-0.0318102502,4.9727362443
-1.145,-0.0318102502,4.9727362443
-1.14375,-0.0318102502,4.9727362443
-1.1425,-0.0318102502,4.9727362443
-1.14125,-0.0318102502,4.9727362443
-1.14,-0.0318102502,4.9727362443
-1.13875,-0.0318102502,4.9727362443
-1.1375,-0.0318102502,4.9727362443
-1.13625,-0.0318102502,4.9727362443
-1.135,-0.0318102502,4.9727362443
-1.13375,-0.0318102502,4.9727362443
-1.1325,-0.0318102502,4.9727362443
-1.13125,-0.0318102502,4.9727362443
-1.13,-0.0318102502,4.9727362443
-1.12875,-0.0318102502,4.9727362443
-1.1275,-0.0318102502,4.9727362443
-1.12625,-0.0318102502,4.9727362443
-1.125,-0.0318102502,4.9727362443
-1.12375,-0.0318102502,4.9727362443
-1.1225,-0.0318102502,4.9727362443
-1.12125,-0.0318102502,4.9727362443
-1.12,-0.0318102502,4.9727362443
-1.11875,-0.0318102502,4.9727362443
-1.1175,-0.0318102502,4.9727362443
-1.11625,-0.0318102502,4.9727362443
-1.115,-0.0318102502,4.9727362443
-1.11375,-0.0318102502,4.9727362443
-1.1125,-0.0318102502,4.9727362443
-1.11125,-0.0318102502,4.9727362443
-1.11,-0.0318102502,4.9727362443
-1.10875,-0.0318102502,4.9727362443
-1.1075,-0.0318102502,4.9727362443
-1.10625,-0.0318102502,4.9727362443
-1.105,-0.0318102502,4.9727362443
-1.10375,-0.0318102502,4.9727362443
-1.1025,-0.0318102502,4.9727362443
-1.10125,-0.0318102502,4.9727362443
-1.1,-0.0318102502,4.9727362443
-1.09875,-0.0318102502,4.9727362443
-1.0975,-0.0318102502,4.9727362443
-1.09625,-0.0318102502,4.9727362443
-1.095,-0.0318102502,4.9727362443
-1.09375,-0.0318102502,4.9727362443
-1.0925,-0.0318102502,4.9727362443
-1.09125,-0.0318102502,4.9727362443
-1.09,-0.0318102502,4.9727362443
-1.08875,-0.0318102502,4.9727362443
-1.0875,-0.0318102502,4.9727362443
-1.08625,-0.0318102502,4.9727362443
-1.085,-0.0318102502,4.9727362443
-1.08375,-0.0318102502,4.9727362443
-1.0825,-0.0318102502,4.9727362443
-1.08125,-0.0318102502,4.9727362443
-1.08,-0.0318102502,4.9727362443
-1.07875,-0.0318102502,4.9727362443
-1.0775,-0.0318102502,4.9727362443
-1.07625,-0.0318102502,4.9727362443
-1.075,-0.0318102502,4.9727362443
-1.07375,-0.0318102502,4.9727362443
-1.0725,-0.0318102502,4.9727362443
-1.07125,-0.0318102502,4.9727362443
-1.07,-0.0318102502,4.9727362443
-1.06875,-0.0318102502,4.9727362443
-1.0675,-0.0318102502,4.9727362443
-1.06625,-0.0318102502,4.9727362443
-1.065,-0.0318102502,4.9727362443
-1.06375,-0.0318102502,4.9727362443
-1.0625,-0.0318102502,4.9727362443
-1.06125,-0.0318102502,4.9727362443
-1.06,-0.0318102502,4.9727362443
-1.05875,-0.0318102502,4.9727362443
-1.0575,-0.0318102502,4.9727362443
-1.05625,-0.0318102502,4.9727362443
-1.055,-0.0318102502,4.9727362443
-1.05375,-0.0318102502,4.9727362443
-1.0525,-0.0318102502,4.9727362443
-1.05125,-0.0318102502,4.9727362443
-1.05,-0.0318102502,4.9727362443
-1.04875,-0.0318102502,4.9727362443
-1.0475,-0.0318102502,4.9727362443
-1.04625,-0.0318102502,4.9727362443
-1.045,-0.0318102502,4.9727362443
-1.04375,-0.0318102502,4.9727362443
-1.0425,-0.0318102502,4.9727362443
-1.04125,-0.0318102502,4.9727362443
-1.04,-0.0318102502,4.9727362443
-1.03875,-0.0318102502,4.9727362443
-1.0375,-0.0318102502,4.9727362443
-1.03625,-0.0318102502,4.9727362443
-1.035,-0.0318102502,4.9727362443
-1.03375,-0.0318102502,4.9727362443
-1.0325,-0.0318102502,4.9727362443
-1.03125,-0.0318102502,4.9727362443
-1.03,-0.0318102502,4.9727362443
-1.02875,-0.0318102502,4.9727362443
-1.0275,-0.0318102502,4.9727362443
-1.02625,-0.0318102502,4.9727362443
-1.025,-0.0318102502,4.9727362443
-1.02375,-0.0318102502,4.9727362443
-1.0225,-0.0318102502,4.9727362443
-1.02125,-0.0318102502,4.9727362443
-1.02,-0.0318102502,4.9727362443
-1.01875,-0.0318102502,4.9727362443
-1.0175,-0.0318102502,4.9727362443
-1.01625,-0.0318102502,4.9727362443
-1.015,-0.0318102502,4.9727362443
-1.01375,-0.0318102502,4.9727362443
-1.0125,-0.0318102502,4.9727362443
-1.01125,-0.0318102502,4.9727362443
-1.01,-0.0318102502,4.9727362443
-1.00875,-0.0318102502,4.9727362443
-1.0075,-0.0318102502,4.9727362443
-1.00625,-0.0318102502,4.9727362443
-1.005,-0.0318102502,4.9727362443
-1.00375,-0.0318102502,4.9727362443
-1.0025,-0.0318102502,4.9727362443
-1.00125,-0.0318102502,4.9727362443
-1,-0.0318102502,4.9727362443
-0.99875,-0.0318102502,4.9727362443
-0.9975,-0.0318102502,4.9727362443
-0.99625,-0.0318102502,4.9727362443
-0.995,-0.0318102502,4.9727362443
-0.99375,-0.0318102502,4.9727362443
-0.9925,-0.0318102502,4.9727362443
-0.99125,-0.0318102502,4.9727362443
-0.99,-0.0318102502,4.9727362443
-0.98875,-0.0318102502,4.9727362443
-0.9875,-0.0318102502,4.9727362443
-0.98625,-0.0318102502,4.9727362443
-0.985,-0.0318102502,4.9727362443
-0.98375,-0.0318102502,4.9727362443
-0.9825,-0.0318102502,4.9727362443
-0.98125,-0.0318102502,4.9727362443
-0.98,-0.0318102502,4.9727362443
-0.97875,-0.0318102502,4.9727362443
-0.9775,-0.0318102502,4.9727362443
-0.97625,-0.0318102502,4.9727362443
-0.975,-0.0318102502,4.9727362443
-0.97375,-0.0318102502,4.9727362443
-0.9725,-0.0318102502,4.9727362443
-0.97125,-0.0318102502,4.9727362443
-0.97,-0.0318102502,4.9727362443
-0.96875,-0.0318102502,4.9727362443
-0.9675,-0.0318102502,4.9727362443
-0.96625,-0.0318102502,4.9727362443
-0.965,-0.0318102502,4.9727362443
-0.96375,-0.0318102502,4.9727362443
-0.9625,-0.0318102502,4.9727362443
-0.96125,-0.0318102502,4.9727362443
-0.96,-0.0318102502,4.9727362443
-0.95875,-0.0318102502,4.9727362443
-0.9575,-0.0318102502,4.9727362443
-0.95625,-0.0318102502,4.9727362443
-0.955,-0.0318102502,4.9727362443
-0.95375,-0.0318102502,4.9727362443
-0.9525,-0.0318102502,4.9727362443
-0.95125,-0.0318102502,4.9727362443
-0.95,-0.0318102502,4.9727362443
-0.94875,-0.0318102502,4.9727362443
-0.9475,-0.0318102502,4.9727362443
-0.94625,-0.0318102502,4.9727362443
-0.945,-0.0318102502,4.9727362443
-0.94375,-0.0318102502,4.9727362443
-0.9425,-0.0318102502,4.9727362443
-0.94125,-0.0318102502,4.9727362443
-0.94,-0.0318102502,4.9727362443
-0.93875,-0.0318102502,4.9727362443
-0.9375,-0.0318102502,4.9727362443
-0.93625,-0.0318102502,4.9727362443
-0.935,-0.0318102502,4.9727362443
-0.93375,-0.0318102502,4.9727362443
-0.9325,-0.0318102502,4.9727362443
-0.93125,-0.0318102502,4.9727362443
-0.93,-0.0318102502,4.9727362443
-0.92875,-0.0318102502,4.9727362443
-0.9275,-0.0318102502,4.9727362443
-0.92625,-0.0318102502,4.9727362443
-0.925,-0.0318102502,4.9727362443
-0.92375,-0.0318102502,4.9727362443
-0.9225,-0.0318102502,4.9727362443
-0.92125,-0.0318102502,4.9727362443
-0.92,-0.0318102502,4.9727362443
-0.91875,-0.0318102502,4.9727362443
-0.9175,-0.0318102502,4.9727362443
-0.91625,-0.0318102502,4.9727362443
-0.915,-0.0318102502,4.9727362443
-0.91375,-0.0318102502,4.9727362443
-0.9125,-0.0318102502,4.9727362443
-0.91125,-0.0318102502,4.9727362443
-0.91,-0.0318102502,4.9727362443
-0.90875,-0.0318102502,4.9727362443
-0.9075,-0.0318102502,4.9727362443
-0.90625,-0.0318102502,4.9727362443
-0.905,-0.0318102502,4.9727362443
-0.90375,-0.0318102502,4.9727362443
-0.9025,-0.0318102502,4.9727362443
-0.90125,-0.0318102502,4.9727362443
-0.9,-0.0318102502,4.9727362443
-0.89875,-0.0318102502,4.9727362443
-0.8975,-0.0318102502,4.9727362443
-0.89625,-0.0318102502,4.9727362443
-0.895,-0.0318102502,4.9727362443
-0.89375,-0.0318102502,4.9727362443
-0.8925,-0.0318102502,4.9727362443
-0.89125,-0.0318102502,4.9727362443
-0.89,-0.0318102502,4.9727362443
-0.88875,-0.0318102502,4.9727362443
-0.8875,-0.0318102502,4.9727362443
-0.88625,-0.0318102502,4.9727362443
-0.885,-0.0318102502,4.9727362443
-0.88375,-0.0318102502,4.9727362443
-0.8825,-0.0318102502,4.9727362443
-0.88125,-0.0318102502,4.9727362443
-0.88,-0.0318102502,4.9727362443
-0.87875,-0.0318102502,4.9727362443
-0.8775,-0.0318102502,4.9727362443
-0.87625,-0.0318102502,4.9727362443
-0.875,-0.0318102502,4.9727362443
-0.87375,-0.0318102502,4.9727362443
-0.8725,-0.0318102502,4.9727362443
-0.87125,-0.0318102502,4.9727362443
-0.87,-0.0318102502,4.9727362443
-0.86875,-0.0318102502,4.9727362443
-0.8675,-0.0318102502,4.9727362443
-0.86625,-0.0318102502,4.9727362443
-0.865,-0.0318102502,4.9727362443
-0.86375,-0.0318102502,4.9727362443
-0.8625,-0.0318102502,4.9727362443
-0.86125,-0.0318102502,4.9727362443
-0.86,-0.0318102502,4.9727362443
-0.85875,-0.0318102502,4.9727362443
-0.8575,-0.0318102502,4.9727362443
-0.85625,-0.0318102502,4.9727362443
-0.855,-0.0318102502,4.9727362443
-0.85375,-0.0318102502,4.9727362443
-0.8525,-0.0318102502,4.9727362443
-0.85125,-0.0318102502,4.9727362443
-0.85,-0.0318102502,4.9727362443
-0.84875,-0.0318102502,4.9727362443
-0.8475,-0.0318102502,4.9727362443
-0.84625,-0.0318102502,4.9727362443
-0.845,-0.0318102502,4.9727362443
-0.84375,-0.0318102502,4.9727362443
-0.8425,-0.0318102502,4.9727362443
-0.84125,-0.0318102502,4.9727362443
-0.84,-0.0318102502,4.9727362443
-0.83875,-0.0318102502,4.9727362443
-0.8375,-0.0318102502,4.9727362443
-0.83625,-0.0318102502,4.9727362443
-0.835,-0.0318102502,4.9727362443
-0.83375,-0.0318102502,4.9727362443
-0.8325,-0.0318102502,4.9727362443
-0.83125,-0.0318102502,4.9727362443
-0.83,-0.0318102502,4.9727362443
-0.82875,-0.0318102502,4.9727362443
-0.8275,-0.0318102502,4.9727362443
-0.82625,-0.0318102502,4.9727362443
-0.825,-0.0318102502,4.9727362443
-0.82375,-0.0318102502,4.9727362443
-0.8225,-0.0318102502,4.9727362443
-0.82125,-0.0318102502,4.9727362443
-0.82,-0.0318102502,4.9727362443
-0.81875,-0.0318102502,4.9727362443
-0.8175,-0.0318102502,4.9727362443
-0.81625,-0.0318102502,4.9727362443
-0.815,-0.0318102502,4.9727362443
-0.81375,-0.0318102502,4.9727362443
-0.8125,-0.0318102502,4.9727362443
-0.81125,-0.0318102502,4.9727362443
-0.81,-0.0318102502,4.9727362443
-0.80875,-0.0318102502,4.9727362443
-0.8075,-0.0318102502,4.9727362443
-0.80625,-0.0318102502,4.969217379
-0.805,-0.0318102502,4.969217379
-0.80375,-0.0318102502,4.9727362443
-0.8025,-0.0318102502,4.9727362443
-0.80125,-0.0318102502,4.9727362443
-0.8,-0.0318102502,4.9727362443
-0.79875,-0.0318102502,4.9727362443
-0.7975,-0.0318102502,4.9727362443
-0.79625,-0.0318102502,4.9727362443
-0.795,-0.0318102502,4.9727362443
-0.79375,-0.0318102502,4.9727362443
-0.7925,-0.0318102502,4.9727362443
-0.79125,-0.0318102502,4.9727362443
-0.79,-0.0318102502,4.9727362443
-0.78875,-0.0318102502,4.9727362443
